,stock_code,alpha,beta_market,beta_smb,beta_hml,r_squared,adj_r_squared,f_pvalue,obs_count,p_value_alpha,p_value_market,p_value_smb,p_value_hml,t_stat_alpha,t_stat_market,t_stat_smb,t_stat_hml
27,000858,0.0001212921734598377,1.555991542671612,-0.2808102862208274,-0.2067125407100043,0.5441388902168469,0.5431318332732906,4.831131371754242e-231,1362,0.8206591785913886,9.117061175669498e-203,8.10311242381539e-12,6.72046047681106e-07,0.22674111666616964,36.36732277607795,-6.897252162292081,-4.992874384212812
28,000876,0.000855261237309081,0.7987115610630121,0.08973517469720117,0.07151199322699062,0.13827272856611517,0.13636906007252048,1.4358008646547565e-43,1362,0.21168351080307535,6.744391705017525e-45,0.08519236552659708,0.1772586292480077,1.249538454653649,14.589735008864013,1.7225789613704576,1.3499448679653858
29,000895,0.0007019722385707419,0.9832809305162528,-0.005852841753236999,-0.04082024702377697,0.19679316347541564,0.1949989560967308,1.6074373994817427e-63,1347,0.32200030815117986,2.3937254362576962e-61,0.9132652018207689,0.4552319915963181,0.9907209694005867,17.40612468077054,-0.10894145308164464,-0.7469375659170543
30,000938,-0.0002511836401172328,1.145664167107533,-0.1498380688672281,-0.09231293361189476,0.26171424706638435,0.26007724983149827,1.0752527129678711e-88,1357,0.7218727602501138,1.6777879308994247e-79,0.005343903890558329,0.09101243467911653,-0.3560311258966098,20.19822868323073,-2.790052752821596,-1.6912862739274297
31,000963,7.035241381420268e-06,1.1382699837436911,-0.13279989934909087,-0.12719857910847826,0.24634157198651707,0.2446766417331736,5.846535242974216e-83,1362,0.9923119757540853,7.887200567074656e-75,0.016971928771173286,0.02452009941391752,0.009637432775917137,19.495493748891434,-2.390263027189935,-2.251391027383151
32,000977,0.000136380560355936,1.1898651954161035,-0.17490653168866105,-0.10347851223445201,0.23178720560706323,0.23008259141832144,5.4549582385791305e-77,1356,0.8645978545902275,2.591119844299604e-68,0.00409253204266038,0.09460783473340283,0.17055671523725627,18.503172502657893,-2.8758542168109975,-1.6727502168075397
33,000983,0.004729956956142727,2.3503178949785157,0.6536374176956837,0.4388523461620781,0.2634653113264457,0.261826139170644,4.639865943242241e-89,1352,0.0004292952951469097,1.933987527168984e-91,1.0373593835730856e-08,0.00013195667000947745,3.5301581329385177,21.934363097270353,5.760551396533267,3.833876096337913
34,000999,0.0012058441373089459,0.6577064925415305,0.10086845238220885,0.05979703733968548,0.08615604856465708,0.08413724749373952,2.3536249682652093e-26,1362,0.0995304989330052,4.309817637579789e-28,0.07027313792052554,0.2911151831418037,1.6482607095205655,11.240184895400725,1.8115723213772255,1.0560894625138573
35,001289,0.0026229436952940528,1.0808418726760356,0.8191834335673028,-0.21473349634463895,0.19915628568129073,0.19398955204052493,2.914153192074135e-22,469,0.015421990114813478,2.86729499764394e-23,6.851857473162069e-09,0.1848418124063477,2.431289966293182,10.495039302711355,5.90397763778493,-1.327962956284169
36,001965,0.0014265242732404157,0.7713855153504717,0.2883735673072932,0.18795438931078579,0.21680043950787253,0.21507024902077654,1.1945167153024437e-71,1362,0.00454669932315685,5.545908919555853e-73,7.994010979974249e-14,1.4568308430040718e-06,2.8422450240372545,19.215886497982805,7.549242703225968,4.838615733450977
